Classification Level,Count
Providencia stuartii,85
Lactococcus raffinolactis,55
Bacillus virus SPbeta,20
Paraclostridium bifermentans,89
Acinetobacter baumannii Naval-17,40
Paenibacillus taichungensis,66
Blautia producta,23
Burkholderia multivorans,129
Pseudomonas psychrotolerans,109
Bacillus gottheilii,28
[Pseudomonas] hibiscicola,57
Akkermansia muciniphila,62
Myroides odoratimimus,72
Prevotella buccae,23
Lactobacillus parabuchneri,101
Virgibacillus halodenitrificans,54
Streptomyces atrovirens,27
Cedecea neteri,37
Pseudomonas migulae,77
Salmonella enterica subsp. enterica serovar Thompson,71
Asaia bogorensis,91
Paenibacillus pabuli,66
Clostridium sporogenes,107
[Clostridium] scindens,26
Pseudomonas mediterranea,33
Lactobacillus paracollinoides,36
Arthrobacter pascens,91
Actinomyces naeslundii,51
Lactobacillus ruminis,62
Salmonella enterica subsp. enterica serovar Oranienburg,33
Kluyvera intermedia,57
Pseudarthrobacter defluvii,26
Eikenella corrodens,33
Brachyspira innocens,58
Salmonella enterica subsp. enterica serovar Dublin,97
Pannonibacter phragmitetus,43
Candidatus Phytoplasma asteris,21
Acidovorax citrulli,72
Mannheimia varigena,35
Bacillus humi,36
Salmonella enterica subsp. enterica serovar Agona,29
Candidatus Thiomargarita nelsonii,42
Bacillus cereus 03BB108,21
Streptomyces pratensis,69
Paeniclostridium sordellii,114
Xenorhabdus khoisanae,23
Actinomyces oris,40
Oenococcus oeni,171
Pseudomonas xanthomarina,78
Photorhabdus asymbiotica,22
Xanthomonas campestris pv. viticola,21
Brevundimonas nasdae,23
Candidatus Phytoplasma fraxini,30
Vibrio furnissii,51
Sphingomonas paucimobilis,59
Yersinia aleksiciae,23
Gordonia amicalis,20
Halomonas salina,39
Aeribacillus pallidus,101
Novosphingobium subterraneum,24
Paenibacillus mucilaginosus,54
Pandoraea pnomenusa,41
Aggregatibacter aphrophilus,41
Glaesserella parasuis,291
Virgibacillus marismortui,34
synthetic construct,161
Lysinibacillus xylanilyticus,119
Streptococcus alactolyticus,27
endosymbiont of Ridgeia piscesae,23
Bordetella bronchiseptica,70
Bacillus clausii,169
Actinobaculum massiliense,36
Halomonas titanicae,81
Pseudomonas chlororaphis subsp. aureofaciens,24
Arthrobacter ramosus,40
Prevotella ruminicola,48
Komagataeibacter xylinus,55
Thermus thermophilus,28
Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,24
Pseudomonas denitrificans,49
Brevundimonas terrae,22
Pseudomonas mosselii,87
Xanthomonas translucens pv. graminis,36
Bacillus halmapalus,43
Erythrobacter citreus,79
Dietzia natronolimnaea,40
Actinotignum schaalii,30
Paenibacillus popilliae,29
Planococcus sp. (in: Bacteria),44
Paracoccus versutus,27
Klebsiella michiganensis,88
Psychrobacter pacificensis,49
Enterococcus avium,108
Oblitimonas alkaliphila,43
Cronobacter malonaticus,72
Vibrio atlanticus,41
Lethal yellowing phytoplasma,41
Streptomyces vinaceus,31
Lelliottia amnigena,79
Achromobacter spanius,42
Geobacillus zalihae,22
Bacillus cereus E33L,27
Mesorhizobium mediterraneum,50
Mobiluncus curtisii,21
Chlamydia pecorum,22
Xanthomonas albilineans,76
Paenibacillus amylolyticus,98
Collinsella aerofaciens,256
Acidovorax avenae,74
Pseudomonas fuscovaginae,31
Vibrio comitans,44
Acetobacter syzygii,30
Enterobacter cloacae subsp. dissolvens,55
Aeromonas jandaei,85
Cupriavidus gilardii,31
Vibrio diabolicus,71
Porphyromonas gulae,27
Candidatus Phytoplasma trifolii,77
Rhodobacter capsulatus,26
Erwinia rhapontici,46
Candidatus Carsonella ruddii,34
Pantoea septica,22
Virgibacillus proomii,22
Candidatus Cardinium hertigii,34
Clostridium septicum,56
Bacillus sporothermodurans,26
Streptococcus parasanguinis,84
Pseudomonas libanensis,51
Streptomyces lincolnensis,22
Virgibacillus salarius,43
[Clostridium] clostridioforme,25
Mannheimia haemolytica,123
Pseudoalteromonas mariniglutinosa,22
Pantoea vagans,156
Lentzea aerocolonigenes,25
Rhizobium multihospitium,24
Salinivibrio costicola,53
Brevundimonas bullata,38
Pseudomonas thivervalensis,49
Xenorhabdus bovienii,90
Paraburkholderia phenazinium,37
Citrobacter youngae,31
Lactobacillus alimentarius,67
Mixta gaviniae,20
Helicobacter fennelliae,41
Halobacillus mangrovi,28
Bacillus baekryungensis,56
Yersinia similis,34
Virgibacillus pantothenticus,30
Proteus hauseri,22
Lactobacillus jensenii,33
Geobacillus thermoleovorans,100
[Clostridium] innocuum,36
Parageobacillus thermoglucosidasius,78
Erysipelothrix rhusiopathiae,84
Shigella flexneri 1a,21
Chromohalobacter salexigens,26
Paraburkholderia graminis,22
Microcystis aeruginosa,63
Afifella marina,24
Bacillus cohnii,60
Methylorubrum extorquens,59
Pseudoalteromonas tetraodonis,41
Burkholderia glumae,37
Geobacillus thermoparaffinivorans,22
Mexican potato purple top phytoplasma,29
Pseudomonas mohnii,37
Paraburkholderia caledonica,22
Herbaspirillum seropedicae,48
Komagataeibacter oboediens,59
Burkholderia lata,31
Edwardsiella piscicida,31
Campylobacter hyointestinalis,28
Rummeliibacillus stabekisii,37
Cellulosimicrobium funkei,61
Pseudomonas costantinii,24
Helcococcus ovis,25
Moorella thermoacetica,32
Cupriavidus metallidurans,42
Staphylococcus aureus subsp. aureus ST228,40
Candidatus Neoehrlichia mikurensis,37
Glutamicibacter arilaitensis,65
Zymomonas mobilis,63
Pseudoxanthomonas mexicana,45
Pseudochrobactrum asaccharolyticum,21
Citrobacter braakii,70
Macrococcus caseolyticus,101
Streptomyces niveus,31
Halomonas boliviensis,30
Sporolactobacillus laevolacticus,24
Prevotella melaninogenica,36
Stenotrophomonas rhizophila,172
Bacillus alcalophilus,31
Halomonas venusta,76
Lactobacillus hilgardii,66
Vibrio azureus,94
Hungateiclostridium thermocellum,42
Prevotella nigrescens,32
Citrobacter murliniae,47
Streptococcus porcinus,33
Capnocytophaga sputigena,27
Ralstonia mannitolilytica,41
Staphylococcus schleiferi,33
Stenotrophomonas pavanii,22
Kocuria polaris,29
Azospirillum brasilense,122
Comamonas aquatica,55
Streptomyces abikoensis,39
Ethanoligenens harbinense,24
Enterobacter soli,24
Campylobacter sputorum,52
Plesiomonas shigelloides,95
Streptomyces cyaneofuscatus,38
Delftia acidovorans,102
Campylobacter gracilis,22
Pediococcus ethanolidurans,81
Pseudomonas palleroniana,24
Brevibacillus reuszeri,49
Brevibacillus thermoruber,42
Lysinibacillus macroides,99
Salmonella enterica subsp. enterica serovar Montevideo str.,37
Pseudomonas granadensis,42
Acetobacter malorum,63
Lactobacillus diolivorans,118
Kluyvera georgiana,30
Weissella koreensis,61
Brevibacillus agri,100
Labrenzia aggregata,26
Fictibacillus nanhaiensis,44
Nocardia beijingensis,33
Serratia liquefaciens,163
Streptomyces hygroscopicus,90
Leuconostoc gelidum subsp. gasicomitatum,36
Bacillus luciferensis,20
Yersinia rohdei,26
Collimonas fungivorans,32
Pseudomonas psychrophila,77
Streptomyces cellulosae,31
Taylorella equigenitalis,53
Lonsdalea quercina,42
Streptomyces rimosus,46
Staphylococcus lugdunensis,87
Streptococcus gordonii,82
Parageobacillus caldoxylosilyticus,37
Citrobacter farmeri,40
Acidithiobacillus ferrivorans,28
Methylorubrum populi,94
Acetobacter tropicalis,77
Oceanobacillus senegalensis,20
Nocardia salmonicida subsp. cummidelens,26
Streptomyces drozdowiczii,30
Paenarthrobacter nicotinovorans,75
Planomicrobium koreense,35
Leptothrix mobilis,20
Pseudomonas lini,60
Paenibacillus peoriae,56
Cronobacter dublinensis,37
Pseudomonas resinovorans,37
Alloscardovia omnicolens,23
Ruegeria atlantica,24
Pseudomonas moorei,25
Glutamicibacter protophormiae,35
Ponticoccus sp. (in: Proteobacteria),58
Acetobacter lovaniensis,31
Paeniglutamicibacter sulfureus,25
Dickeya solani,37
Xanthomonas axonopodis,54
Hyphomicrobium facile,23
Selenomonas ruminantium,61
Pseudomonas amygdali pv. morsprunorum,20
Bacillus subtilis subsp. subtilis str. 168,47
Vibrio gigantis,61
Candidatus Phytoplasma mali,43
Pseudomonas entomophila,28
Acinetobacter schindleri,68
Paenibacillus odorifer,69
[Actinobacillus] rossii,25
Aster yellows phytoplasma,105
Pseudomonas baetica,66
Paenibacillus glucanolyticus,59
Lactobacillus kefiranofaciens subsp. kefirgranum,47
Taylorella asinigenitalis,58
Cupriavidus basilensis,35
Anaplasma phagocytophilum,111
Streptomyces enissocaesilis,41
Gracilibacillus dipsosauri,20
Idiomarina fontislapidosi,65
Paenibacillus barcinonensis,37
Rodentibacter pneumotropicus,33
Streptomyces griseorubiginosus,48
Candidatus Streptomyces philanthi bv. triangulum diadema,21
Paenibacillus borealis,35
Streptomyces macrosporeus,23
Rhodopirellula baltica,117
Leptospira interrogans,107
Enterococcus pseudoavium,20
Leuconostoc mesenteroides subsp. cremoris,24
Micromonospora purpureochromogenes,25
Pseudomonas indica,27
Kluyvera cryocrescens,32
Vibrio aestuarianus,20
Robbsia andropogonis,28
Pseudomonas pelagia,46
Idiomarina zobellii,39
Candidatus Phytoplasma fragariae,35
Saccharomonospora xinjiangensis,30
Streptococcus downei,22
Streptomyces cinnamoneus,23
Clostridium sartagoforme,20
Rhodococcus corynebacterioides,37
Methylorubrum rhodesianum,25
Bacillus bataviensis,30
Micromonospora carbonacea,26
Bosea vestrisii,30
Enterobacter kobei,82
Veillonella parvula,43
Providencia heimbachae,20
Gluconobacter frateurii,77
Enterococcus thailandicus,59
Achromobacter ruhlandii,23
Gardnerella vaginalis,63
Brevibacillus choshinensis,30
Pseudomonas lurida,43
Clostridium cochlearium,20
Microvirgula aerodenitrificans,24
Sporosarcina ureae,41
Vibrio neocaledonicus,69
Xanthomonas translucens,34
Acidovorax delafieldii,41
Francisella tularensis subsp. holarctica,32
Streptomyces ambofaciens,47
Pediococcus damnosus,39
Cellulosimicrobium cellulans,105
Arthrobacter woluwensis,26
Paenibacillus xylanilyticus,34
Gluconacetobacter diazotrophicus,39
Aureimonas altamirensis,35
Candidatus Baumannia cicadellinicola,30
Planococcus salinarum,64
Pseudomonas caeni,24
Pseudomonas mandelii,167
Paenibacillus terrae,31
Virgibacillus dokdonensis,27
Paenibacillus durus,35
Moraxella bovoculi,78
Leuconostoc fallax,21
Bacillus timonensis,30
Weissella viridescens,63
Borrelia crocidurae,55
Paraburkholderia unamae,25
Anaeromyxobacter dehalogenans,29
Paenibacillus barengoltzii,35
Lactobacillus agilis,44
Erwinia pyrifoliae,39
Burkholderia sp. symbiont of Dicranocephalus medius,29
Nocardiopsis dassonvillei,139
Streptomyces tendae,51
Alcanivorax venustensis,21
Xenorhabdus nematophila,54
Ehrlichia canis,46
Anoxybacillus rupiensis,21
Legionella anisa,29
Streptomyces badius,26
Ralstonia syzygii subsp. indonesiensis,22
Streptomyces xantholiticus,22
Bacillus subterraneus,55
Rhodococcus pyridinivorans,42
Kozakia baliensis,20
Erwinia amylovora,92
Pandoraea apista,22
Arthrobacter humicola,36
Paenibacillus graminis,25
Vibrio lentus,21
Streptomyces griseoflavus,21
Staphylococcus vitulinus,24
Psychrobacter glacincola,35
Bacillus thermoamylovorans,71
Limnobacter thiooxidans,20
Lactobacillus amylovorus,70
Clostridium sardiniense,21
Lysobacter antibioticus,27
Treponema pallidum subsp. pertenue (yaws treponeme),20
Parabacteroides distasonis,57
Burkholderia anthina,35
Pseudoalteromonas elyakovii,29
Acinetobacter bouvetii,29
Pseudomonas anguilliseptica,36
Halomonas variabilis,28
Alteromonas mediterranea,30
Serratia ficaria,20
Vibrio coralliilyticus,85
Bradyrhizobium iriomotense,33
Halomonas campisalis,27
Rhodococcus fascians,65
Ketogulonicigenium vulgare,23
Streptococcus canis,60
Citrobacter werkmanii,48
Xanthomonas citri pv. phaseoli var. fuscans,26
Tatumella ptyseos,23
Streptomyces seoulensis,20
Bacillus gaemokensis,25
Helicobacter pullorum,48
Mesorhizobium plurifarium,45
Luteibacter rhizovicinus,20
Lelliottia nimipressuralis,27
Chlamydia muridarum,26
Prosthecochloris vibrioformis,21
Streptomyces avidinii,96
Candidatus Phytoplasma pyri,29
Novosphingobium resinovorum,21
Pantoea cypripedii,26
Bacillus algicola,20
Neisseria subflava,56
Rodentibacter heylii,61
Kocuria rhizophila,100
Kytococcus sedentarius,29
Brachyspira canis,22
Treponema vincentii,25
Enhydrobacter aerosaccus,38
Sporosarcina globispora,36
Neorhizobium huautlense,31
Pseudomonas otitidis,71
Paenarthrobacter aurescens,49
Bacteroides vulgatus,48
Chlamydia muridarum str. Nigg,26
Xanthomonas arboricola pv. pruni,26
Streptomyces thermoviolaceus,26
Ochrobactrum pseudogrignonense,41
Pseudomonas chlororaphis subsp. aurantiaca,43
Salinicoccus roseus,45
Prevotella intermedia,93
Rothia kristinae,41
Acinetobacter soli,40
[Pantoea] cedenensis,20
Sphingomonas melonis,31
Acinetobacter baumannii Naval-81,30
Neorickettsia risticii (Potomac horse fever agent),20
Lactobacillus oris,29
Mycoplasma wenyonii,20
Streptomyces thermocarboxydus,57
Sulfobacillus thermosulfidooxidans,26
Clostridium chauvoei,34
Streptomyces diastatochromogenes,37
Nodularia spumigena,29
Bordetella holmesii,53
[Haemophilus] ducreyi,88
Aggregatibacter segnis,22
Ruminococcus albus,31
Mesorhizobium tianshanense,29
Brachyspira aalborgi,34
Legionella pneumophila subsp. fraseri,31
Methylorubrum aminovorans,23
Oligella urethralis,24
Photorhabdus temperata,39
Streptomyces platensis,49
Acetobacter fabarum,30
Shigella flexneri 4c,21
Streptomyces globosus,29
Sporosarcina aquimarina,46
Borrelia garinii,57
Streptomyces goshikiensis,40
Geobacillus thermocatenulatus,33
Sporosarcina newyorkensis,21
Streptomyces atroolivaceus,27
Arcobacter cryaerophilus,30
Anaerostipes caccae,24
Geobacillus subterraneus,21
Salinicola salarius,32
Clostridium magnum DSM 2767,27
Kingella negevensis,21
Brenneria goodwinii,26
Bradyrhizobium canariense,56
Lactobacillus paraplantarum,120
Rhizobium miluonense,27
Streptomyces zaomyceticus,52
Serratia ureilytica,28
Streptomyces europaeiscabiei,43
Janibacter limosus,20
Paracoccus solventivorans,20
Bacillus lentus,36
Francisella tularensis subsp. novicida,26
Lactobacillus parafarraginis,40
Kosakonia cowanii,77
Alicyclobacillus contaminans,22
Bordetella hinzii,20
Shewanella oneidensis,24
Turicibacter sanguinis,30
Streptomyces pactum,53
Bacillus pocheonensis,30
Vibrio tasmaniensis,21
Streptomyces coelicoflavus,34
Grimontia hollisae,28
Necropsobacter rosorum,20
Pseudomonas lundensis,33
Pseudarthrobacter sulfonivorans,60
Streptococcus pseudoporcinus,39
Clostridium subterminale,27
Prevotella heparinolytica,30
Streptomyces acidiscabies,37
Pseudoalteromonas espejiana,32
Streptococcus gallolyticus subsp. macedonicus,69
Marinobacter salsuginis,37
Bacteroides xylanisolvens,31
Amycolatopsis coloradensis,36
Oceanobacillus iheyensis,47
Candidatus Mycoplasma turicensis,35
Vibrio ordalii,36
Caulobacter henricii,20
Tumebacillus avium,38
Acinetobacter radioresistens WC-A-157,28
Acinetobacter tjernbergiae,21
Aquitalea magnusonii,24
Komagataeibacter intermedius,53
Nocardia carnea,29
Myxococcus xanthus,34
Pseudomonas knackmussii,25
Nocardia rhamnosiphila,22
Mycoplasma haemofelis,33
Gordonia bronchialis,35
Micromonospora chersina,23
Rhizobium lusitanum,21
Plantibacter flavus,23
Paraburkholderia tuberum,25
Pseudomonas rhizosphaerae,48
Burkholderia sp. symbiont of Dicranocephalus lateralis,27
Cupriavidus taiwanensis,71
Streptomyces humidus,21
Sphingomonas sanguinis,39
Trabulsiella odontotermitis,27
Rothia aeria,24
Ochrobactrum cytisi,26
Paenibacillus dendritiformis,45
Prolinoborus fasciculus,40
Yersinia intermedia,52
Joostella marina,21
Ralstonia insidiosa,34
Oceanobacillus oncorhynchi subsp. incaldanensis,26
Sphingobium yanoikuyae,104
Streptomyces griseoaurantiacus,22
Burkholderia diffusa,28
Variovorax boronicumulans,26
Kluyvera ascorbata,43
Borrelia afzelii,31
Streptomyces globisporus,72
Vibrio sinaloensis,50
Lactobacillus parabrevis,27
Pseudomonas synxantha,35
Metamycoplasma hominis,41
Enterococcus cecorum,34
Mycoplasmopsis pullorum,35
Bacteroides acidifaciens,34
Pseudarthrobacter scleromae,44
Lactobacillus aviarius,22
Tomato big bud phytoplasma,38
Salmonella enterica subsp. enterica serovar Muenchen,47
Dorea longicatena,20
Rhodopseudomonas faecalis,21
Paraburkholderia mimosarum,24
Sporolactobacillus nakayamae,27
Erwinia tasmaniensis,20
Klebsiella quasipneumoniae,76
Psychrobacter glaciei,20
Bacillus thuringiensis serovar kurstaki str. YBT-1520,28
Methylorubrum zatmanii,21
Lactobacillus florum,33
Lactobacillus vaginalis,40
Ferrimonas balearica,20
Streptomyces chartreusis,36
Streptomyces xanthophaeus,25
Desulfovibrio vulgaris,21
Hungatella hathewayi,21
Fibrobacter succinogenes,57
Kosakonia radicincitans,26
Candidatus Intestinusbacter nucleariae,20
Bacteroides pyogenes,24
Leucobacter komagatae,25
Achromobacter insolitus,37
Streptomyces mirabilis,24
Salmonella enterica subsp. enterica serovar Manhattan,44
Bacillus gibsonii,50
Caballeronia sordidicola,27
Tatumella citrea,26
Vibrio alfacsensis,23
Mesomycoplasma hyorhinis,27
Lactobacillus pontis,26
Helicobacter bilis,39
Oceanobacillus kimchii,23
Bacillus cereus 03BB102,28
Dialister pneumosintes,20
secondary endosymbiont of Curculio sikkimensis,23
Dolichospermum circinale,23
Bordetella petrii,31
Bacillus acidiceler,41
Alteromonas marina,21
Pseudomonas parafulva,50
Bacillus sp. OV166,20
Burkholderia stabilis,64
Proteus penneri,62
Rhodovulum sulfidophilum,33
Staphylococcus kloosii,39
Halomonas arcis,20
Clostridium estertheticum,26
Fictibacillus phosphorivorans,23
Mycoplasmopsis agalactiae,32
Nocardia puris,21
Rice orange leaf phytoplasma,36
Xanthomonas oryzae pv. oryzicola,20
Paenibacillus ehimensis,27
Aminobacter aminovorans,25
Candidatus Zinderia insecticola,20
Gemella morbillorum,29
Arcobacter lanthieri,22
Acidovorax facilis,22
Embleya scabrispora,22
Rhizobium mongolense,20
Salmonella enterica subsp. enterica serovar Derby,40
Bartonella henselae,57
Aeromonas enteropelogenes,54
Nocardiopsis aegyptia,26
Paraburkholderia hospita,21
Francisella noatunensis subsp. orientalis,20
Streptococcus pluranimalium,26
Enterobacter roggenkampii,33
Salmonella enterica subsp. diarizonae,39
Thalassobacillus devorans,31
Sagittula stellata,24
Pseudomonas balearica,36
Lactobacillus zeae,27
Mycoplasmopsis gallinacea,48
Cedecea davisae,20
Nocardiopsis salina,22
Candidatus Liberibacter solanacearum,22
Streptococcus gallolyticus subsp. pasteurianus,64
Bacillus anthracis str. Vollum,20
Bacillus herbersteinensis,20
Agrococcus jenensis,30
Paenibacillus tundrae,28
Vibrio mimicus,33
Clostridium tertium,26
Pseudomonas syringae pv. tomato,23
Bacillus cellulasensis,39
Streptomyces lavendulae,70
Pseudidiomarina marina,26
Streptomyces ossamyceticus,21
Wolbachia pipientis,28
Paenibacillus lactis,34
[Clostridium] hiranonis,21
Staphylococcus caprae,53
Planococcus maritimus,73
Agromyces mediolanus,24
Neisseria sicca,26
Bacillus kokeshiiformis,27
Vibrio proteolyticus,26
Enterococcus gilvus,31
Rhodothermus marinus,26
Streptomyces aurantiacus,39
Pseudomonas sabulinigri,60
Vibrio metschnikovii,40
Alicyclobacillus acidocaldarius,42
Dialister micraerophilus,31
Pantoea eucrina,21
Aneurinibacillus thermoaerophilus,35
Pluralibacter gergoviae,33
Arthrobacter flavus,26
Paraclostridium benzoelyticum,31
Pseudomonas marginalis,47
Anaplasma platys,44
Planktothrix rubescens,20
Salmonella enterica subsp. enterica serovar Typhimurium str.,42
Pseudoalteromonas flavipulchra,27
Bacillus cereus G9241,22
Paenibacillus thiaminolyticus,21
Streptococcus minor,26
Herbaspirillum huttiense,43
Sphingomonas koreensis,30
Capnocytophaga canimorsus,64
Salmonella enterica subsp. enterica serovar Give,28
Clostridium paraputrificum,21
Collimonas pratensis,21
Streptomyces viridochromogenes,28
Neisseria polysaccharea,20
Bacillus glycinifermentans,26
Pantoea stewartii subsp. indologenes,22
'Chrysanthemum morifolium' phyllody phytoplasma,22
Actinomyces radicidentis,20
Marinococcus halophilus,38
Marinilactibacillus piezotolerans,20
Novosphingobium aromaticivorans,27
Paraburkholderia phytofirmans,24
Nitratireductor kimnyeongensis,37
Streptomyces lydicus,32
Cycloclasticus pugetii,22
Pseudomonas extremorientalis,32
Salmonella bongori,21
Sphingopyxis macrogoltabida,21
Psychrobacter maritimus,27
Thiothrix sp. ectosymbiont of Niphargus ictus,28
Massilia timonae,44
Rhodococcus aetherivorans,27
Streptomyces lienomycini,23
Pseudomonas grimontii,57
Hafnia paralvei,27
Comamonas terrigena,20
Atopobium minutum,20
Portiera endosymbiont of Bemisia tabaci,21
Shewanella frigidimarina,30
Pseudoalteromonas issachenkonii,29
Clostridium tyrobutyricum,37
Sporosarcina luteola,23
Bacillus alkalitelluris,29
Micromonospora saelicesensis,25
Dehalococcoides mccartyi,42
Erwinia mallotivora,27
Mesomycoplasma ovipneumoniae,23
Xanthomonas gardneri,25
Cobetia marina,68
Candidatus Schneideria nysicola,20
Planococcus halocryophilus,22
Planomicrobium flavidum,21
Vibrio rumoiensis,26
Streptomyces lividans,34
Mycoplasma mycoides,23
Tenacibaculum dicentrarchi,22
Brevundimonas subvibrioides,27
Streptomyces rishiriensis,23
Borrelia valaisiana,28
Actinobacillus capsulatus,21
Bacillus boroniphilus,24
Lactobacillus animalis,22
Burkholderia metallica,26
Buchnera aphidicola,24
Candidatus Hamiltonella defensa,58
Achromobacter marplatensis,21
Paenibacillus glycanilyticus,25
Lactobacillus backii,30
Pontibacillus chungwhensis,21
Rhizobium leguminosarum bv. trifolii,48
Mesorhizobium metallidurans,22
Coxiella burnetii,42
Azotobacter beijerinckii,37
Chromohalobacter canadensis,32
Acinetobacter indicus,33
Bacillus pseudofirmus,29
Paenibacillus favisporus,20
Bhargavaea cecembensis,29
Bacillus anthracis str. Sterne,22
Streptococcus infantis,20
Bacillus weihenstephanensis,21
[Clostridium] bolteae,22
Pseudomonas cedrina,50
Lactobacillus spicheri,21
Staphylococcus chromogenes,23
Moraxella nonliquefaciens,20
Tychonema bourrellyi,21
Tannerella forsythia,37
Streptomyces parvus,36
Azotobacter tropicalis,23
Shewanella colwelliana,29
Dyella japonica,22
Alteromonas stellipolaris,29
Brachymonas denitrificans,28
Salmonella enterica subsp. enterica serovar Mbandaka,37
Kocuria carniphila,20
Streptomyces antibioticus,31
Burkholderia seminalis,24
Bacillus thuringiensis serovar morrisoni,30
Pantoea rodasii,22
Gordonia alkanivorans,27
Gemella haemolysans,20
Capnocytophaga ochracea,27
Bacteroides caccae,22
Streptomyces albulus,27
Streptomyces bungoensis,20
Acetobacter ghanensis,31
Sporosarcina pasteurii,29
Rhizobium sullae,21
Pseudomonas amygdali pv. lachrymans,21
Streptomyces koyangensis,25
Pseudomonas pachastrellae,23
Lysobacter enzymogenes,25
Vibrio brasiliensis,26
Pseudomonas denitrificans (nomen rejiciendum),21
Brevundimonas intermedia,22
Schaalia odontolytica,26
Gordonia polyisoprenivorans,42
Mycoplasmopsis synoviae,29
Streptomyces flavoviridis,20
Pseudomonas kilonensis,26
Anaplasma centrale,24
Salmonella enterica subsp. enterica serovar Paratyphi B,26
Cronobacter turicensis,25
Brevundimonas mediterranea,24
Streptococcus parasuis,25
Lutimonas saemankumensis,20
Sugarcane white leaf phytoplasma,49
Ruminococcus flavefaciens,50
Pandoraea sputorum,23
Nocardia asiatica,20
Burkholderia pyrrocinia,29
Caballeronia glathei,21
Psychrobacter fozii,24
Xenorhabdus poinarii,22
Pseudomonas vancouverensis,28
Terribacillus saccharophilus,27
Streptomyces lunaelactis,30
Acinetobacter lactucae,20
Halomonas campaniensis,25
Collinsella stercoris,21
Escherichia coli O104:H4,21
Sporosarcina psychrophila,25
Gordonia malaquae,21
Streptomyces finlayi,42
Weissella ceti,22
Pseudomonas simiae,43
Bacillus thioparans,29
Chitinophaga arvensicola,20
Lactobacillus pantheris,23
Streptococcus oralis subsp. tigurinus,24
Acetobacter aceti,29
Prevotella denticola,33
Yokenella regensburgei,41
Oceanobacillus massiliensis str. N'diop,23
Vagococcus fluvialis,41
Bacillus thuringiensis serovar israelensis,24
Halomonas sulfidaeris,22
Pseudomonas indoloxydans,30
Streptomyces rubrolavendulae,20
synthetic Escherichia coli C321.deltaA,21
Mesoplasma florum,22
Lysinibacillus massiliensis,20
Candidatus Rhizobium massiliae,26
Salmonella enterica subsp. enterica serovar Anatum,49
Streptomyces griseoplanus,36
Neisseria perflava,20
Micromonospora chaiyaphumensis,37
Haemophilus parahaemolyticus,24
Campylobacter ureolyticus,23
Bosea thiooxidans,22
Finegoldia magna,22
Bartonella grahamii,21
Streptomyces caeruleatus,22
Acetobacter cibinongensis,21
Paenibacillus stellifer,22
Fictibacillus arsenicus,23
Neisseria elongata,26
Cellulophaga lytica,27
Streptomyces carpaticus,21
Mycoplasmopsis arginini,23
Bacillus oryzaecorticis,23
Pantoea brenneri,20
Salmonella enterica subsp. enterica serovar Corvallis,20
Porphyromonas macacae,20
Sulfitobacter dubius,22
Faecalicatena orotica,21
Tistrella mobilis,20
Actinobacillus porcitonsillarum,20
Candidatus Mycoplasma haemovis,20
Paenibacillus lentimorbus,23
Clostridium disporicum,27
[Clostridium] symbiosum,25
Pseudoalteromonas prydzensis,22
Thermobifida fusca,29
Planococcus plakortidis,21
Megamonas hypermegale,23
Ensifer americanus,22
Providencia rustigianii,23
