Classification Level,Count
Shigella boydii 5216-82,12
Lactobacillus kunkeei,359
Pseudarthrobacter chlorophenolicus,26
Enterococcus thailandicus,59
Bartonella bacilliformis,48
Brachyspira aalborgi,34
Salmonella enterica subsp. enterica serovar Heidelberg,237
Lactobacillus alimentarius,67
Bacillus weihenstephanensis,21
Planococcus salinarum,64
Bacillus siamensis,236
synthetic Escherichia coli C321.deltaA,21
Anaplasma capra,106
Solibacillus silvestris,58
Salinispora arenicola,102
Streptomyces tendae,51
Salmonella enterica subsp. enterica serovar Typhimurium str.,42
Chlamydia suis,70
Pseudoalteromonas piscicida,90
Bacillus gottheilii,28
Pseudomonas poae,138
Shigella sonnei 3226-85,13
Clostridium beijerinckii,169
Olleya marilimosa,12
Kitasatospora albolonga,15
Mesorhizobium loti,124
Acinetobacter soli,40
Citrobacter werkmanii,48
Myxococcus fulvus,107
Burkholderia gladioli,163
Psychrobacter glacincola,35
Eggerthella lenta,152
Bacillus thuringiensis DAR 81934,10
Macrococcus caseolyticus,101
Acinetobacter baumannii Naval-81,30
Anaplasma platys,44
Rhodopirellula baltica,117
Xenorhabdus khoisanae,23
Pseudomonas mandelii JR-1,10
Aliivibrio salmonicida LFI1238,12
Psychrobacillus psychrodurans,68
Rhizobium leguminosarum bv. trifolii,48
Prevotella intermedia,93
Marinobacter flavimaris,16
Acetobacter estunensis,11
Nitrosomonas eutropha,14
Streptomyces carpaticus,21
Borrelia recurrentis,17
Mycoplasmopsis bovis,146
Xanthomonas vesicatoria,17
Lactobacillus farciminis,60
Bacillus cereus C1L,14
Sporosarcina globispora,36
Chromohalobacter canadensis,32
Paraclostridium bifermentans,89
Pseudoalteromonas spongiae,19
[Clostridium] indolis,12
Xanthomonas oryzae,66
Polynucleobacter acidiphobus,11
Weissella paramesenteroides,129
Colwellia sp. MT41,10
Trichormus variabilis,11
Myroides sp. ZB35,10
Filifactor alocis,14
Acidovorax citrulli,72
Streptomyces griseorubens,63
Weissella koreensis,61
Clostridium sardiniense,21
Hathewaya histolytica,10
Candidatus Curculioniphilus buchneri,56
Psychrobacter arcticus,12
Brevibacillus invocatus,24
Salegentibacter mishustinae,16
Photorhabdus temperata,39
Bacillus timonensis,30
Clostridium sporogenes,107
Porphyrobacter donghaensis,18
Paraburkholderia silvatlantica,21
Chitinophaga polysaccharea,11
Lactobacillus reuteri,433
Nocardia grenadensis,10
Pseudomonas mosselii,87
Streptomyces misionensis,22
Pseudomonas synxantha,35
Pseudomonas trivialis,55
Rhodococcus koreensis,23
Salinivibrio costicola,53
Rhodococcus erythropolis PR4,12
Streptococcus mitis,225
Micromonospora terminaliae,10
Pseudomonas reinekei,42
Aggregatibacter aphrophilus,41
Leuconostoc garlicum,75
Paenibacillus cineris,28
Arthrobacter alpinus,44
Pediococcus acidilactici,334
Leuconostoc gelidum subsp. gasicomitatum,36
Clostridium carnis,10
Treponema denticola,63
Lactobacillus aviarius,22
Rhodococcus jostii,19
Acetobacter okinawensis,18
Veillonella parvula,43
Micromonospora coxensis,59
Advenella incenata,14
Gordonia terrae,86
Mycoplasmopsis gallinarum,53
Shewanella baltica,88
Pseudomonas syringae pv. tomato,23
Shewanella sp. Pdp11,10
Burkholderia multivorans,129
Burkholderia lata,31
Bacillus paralicheniformis,173
Bacteroides vulgatus,48
Moraxella catarrhalis,115
Yersinia pestis Pestoides F,14
Tannerella forsythia,37
Catabacter hongkongensis,18
Planococcus citreus,17
Pigeon pea witches'-broom phytoplasma,17
Escherichia coli DEC1B,13
Streptomyces mauvecolor,15
Clostridium acetobutylicum,92
Streptococcus uberis,223
Streptomyces ossamyceticus,21
Campylobacter concisus,48
Clostridium chauvoei JF4335,10
Oscillospira guilliermondii,13
Francisella tularensis,170
Erwinia,13
Streptomyces chartreusis,36
Pseudomonas granadensis,42
Embleya scabrispora,22
Gemella sanguinis,15
Candidatus Phytoplasma fragariae,35
Vibrio neocaledonicus,69
Escherichia coli O127:H6,14
Faecalitalea cylindroides,17
Vibrio alginolyticus NBRC 15630 = ATCC 17749,12
Syntrophococcus sucromutans,11
Pseudomonas lutea,16
Escherichia coli O157:H7 str. EDL933,15
Trueperella pyogenes,141
Rhodococcus yunnanensis,18
Cronobacter dublinensis subsp. lactaridi LMG 23825,10
Dinoroseobacter shibae,11
Escherichia coli DEC5B,10
Mesorhizobium ciceri,93
Nocardia transvalensis,28
Escherichia coli K-12,99
Pseudomonas cuatrocienegasensis,11
Pseudomonas deceptionensis,19
Clostridium botulinum,524
Bacillus thuringiensis MC28,15
Candidatus Megaira polyxenophila,31
Finegoldia magna,22
Neorhizobium alkalisoli,12
Salmonella enterica subsp. arizonae,11
Rathayibacter tritici,12
Corallococcus macrosporus,34
Alicyclobacillus acidoterrestris,144
Acinetobacter guillouiae,83
[Clostridium] xylanolyticum,16
Pseudarthrobacter sulfonivorans,60
Azotobacter chroococcum,137
Pseudomonas cerasi,20
Rhodococcus qingshengii,94
Escherichia albertii,133
Nitrosococcus oceani,17
Mycoplasmopsis agassizii,12
Geobacillus thermoparaffinivorans,22
Prevotella pallens,13
'Populus nigra' phytoplasma,14
Porphyromonas macacae,20
Pseudomonas lini,60
Salmonella enterica subsp. enterica serovar Worthington,15
Streptomyces netropsis,39
Myxococcus virescens,74
Acinetobacter baumannii TG27407,11
Nocardia otitidiscaviarum,47
Bacteroides acidifaciens,34
Pseudomonas monteilii,208
Cupriavidus basilensis,35
Borrelia valaisiana,28
Shewanella marisflavi,22
Acinetobacter parvus,35
Vibrio fortis,67
Pseudoalteromonas tunicata,28
Methylorubrum populi,94
Serratia ficaria,20
Brevibacillus agri,100
Streptococcus pseudopneumoniae,102
Acidovorax avenae,74
Lactobacillus coryniformis subsp. torquens,17
Pedobacter steynii,17
Streptomyces chrestomyceticus,13
Paenibacillus campinasensis,14
synthetic construct,161
Pseudomonas savastanoi,24
Phaeobacter piscinae,64
Thalassobacillus devorans,31
Vibrio tubiashii ATCC 19109,11
Paraburkholderia unamae,25
Micromonospora chaiyaphumensis,37
Leptospirillum ferrooxidans,32
Neisseria cinerea,22
'Pritchardia pacifica' lethal yellowing phytoplasma,19
Acetobacter senegalensis,15
Kytococcus sedentarius,29
Salmonella enterica subsp. enterica serovar Typhimurium var. 5-,116
Buchnera aphidicola,24
Mycoplasma capricolum subsp. capripneumoniae,44
Hafnia alvei,142
Salmonella enterica subsp. enterica serovar Weltevreden,143
Rhizobium mongolense,20
Lactobacillus sanfranciscensis,38
Anoxybacillus rupiensis,21
Bacillus megaterium QM B1551,12
Pseudochrobactrum asaccharolyticum,21
Franconibacter pulveris,11
Selenomonas ruminantium,61
Paenibacillus mucilaginosus,54
Arthrobacter humicola,36
Neisseria lactamica,35
Anaerostipes hadrus,30
Vibrio cidicii,13
Lonsdalea quercina,42
Arcobacter lanthieri,22
Clostridium saccharoperbutylacetonicum N1-4(HMT),12
Treponema phagedenis subsp. vaccae,42
Ureibacillus thermosphaericus,61
Streptomyces globosus,29
Plantibacter flavus,23
Streptomyces laurentii,16
Pseudonocardia carboxydivorans,21
Treponema vincentii,25
Azospirillum brasilense,122
Metamycoplasma hominis,41
Alistipes shahii,11
Paenibacillus terrigena,10
Saccharomonospora halophila,18
Salmonella enterica subsp. enterica serovar Give,28
Pseudomonas mucidolens,15
Burkholderia contaminans,45
Acinetobacter bereziniae,30
Salmonella enterica subsp. enterica serovar Indiana,14
Streptococcus alactolyticus,27
Salmonella enterica subsp. enterica serovar Thompson,71
Mycoplasmoides pneumoniae,75
Prevotella marshii,10
Pseudomonas zhaodongensis,15
Nocardiopsis synnemataformans,17
Rhizorhapis suberifaciens (corky root of lettuce),41
Candidatus Mycoplasma turicensis,35
Pseudomonas chlororaphis subsp. aurantiaca,43
Parabacteroides distasonis,57
Vibrio crassostreae,38
Paenibacillus beijingensis,10
Shigella flexneri K-1770,11
Edwardsiella ictaluri,81
Acinetobacter baumannii 1045092,10
Prochlorococcus marinus,13
Oceanobacillus oncorhynchi,32
Aeromonas bestiarum,43
Lactobacillus jensenii,33
Rhodopirellula lusitana,18
Aminobacter aminovorans,25
Trichococcus flocculiformis,16
Proteus vulgaris,154
Xanthomonas phaseoli pv. phaseoli,17
Haemophilus haemolyticus,155
Myroides marinus,12
Streptomyces pseudogriseolus,32
Amycolatopsis australiensis,11
Alicyclobacillus acidocaldarius,42
Streptomyces goshikiensis,40
Stenotrophomonas rhizophila,172
Elizabethkingia miricola,34
Cactus witches'-broom phytoplasma,32
Sesame phyllody phytoplasma,79
Pseudomonas alcaligenes,97
Escherichia coli DEC6B,13
Mesorhizobium huakuii,84
[Clostridium] celerecrescens,34
Paenibacillus jamilae,44
Burkholderia pseudomallei MSHR5848,12
Acinetobacter baumannii 1195185_11,10
Gluconobacter cerinus,31
Mycoplasmopsis pullorum,35
Streptococcus cristatus,65
Acinetobacter radioresistens WC-A-157,28
Erwinia billingiae,45
Streptomyces levis,10
Paenibacillus timonensis,26
Candidatus Phytoplasma cynodontis,64
Pseudomonas oleovorans,204
Shigella flexneri 2a,31
Campylobacter lari,46
Cranberry false blossom phytoplasma,29
Brevibacillus brevis NBRC 100599,15
Streptomyces somaliensis,46
Geobacillus thermocatenulatus,33
Staphylococcus auricularis,23
Arthrobacter crystallopoietes,44
Bacillus halodurans,111
Lactobacillus pantheris,23
Prevotella corporis,13
Leifsonia aquatica,13
Psychrobacter alimentarius,44
[Clostridium] aerotolerans,10
Shigella dysenteriae 155-74,10
Pseudomonas chlororaphis subsp. aureofaciens,24
Acetobacter indonesiensis,41
Paeniclostridium sordellii,114
Enterococcus lactis,148
Paenibacillus anaericanus,11
Bacillus koreensis,28
Serratia nematodiphila,102
Desulfomicrobium orale,10
Mesorhizobium septentrionale,11
Erwinia pyrifoliae,39
Desulfotomaculum nigrificans,15
Vibrio metschnikovii,40
Xylella fastidiosa,168
Streptomyces cavourensis,43
Lactobacillus iners,11
Lactobacillus oeni,18
Brenneria salicis,98
Streptomyces galbus,19
Cellulosimicrobium funkei,61
Bacillus manliponensis,15
Staphylococcus nepalensis,66
Pseudomonas composti,13
Streptomyces umbrinus,16
Sphingomonas koreensis,30
Pseudomonas oryzihabitans,126
Virgibacillus halodenitrificans,54
Acholeplasma laidlawii,33
Bacillus anthracis str. 3166,11
Salmonella enterica subsp. enterica serovar Saintpaul,115
Coprobacillus cateniformis,17
Escherichia coli KTE23,10
Haemophilus aegyptius,17
Staphylococcus hominis subsp. novobiosepticus,15
Bacillus thioparans,29
Myxococcus stipitatus,35
Aneurinibacillus thermoaerophilus,35
Luteimonas mephitis,13
Staphylococcus xylosus,155
Salmonella enterica subsp. diarizonae serovar 38:[k]:-,12
Clostridium beijerinckii NRRL B-598,16
Pseudoalteromonas flavipulchra,27
artificial sequences,13
Desulfovibrio dechloracetivorans,18
Halomonas ventosae,50
Dickeya solani,37
Pseudomonas alcaliphila,29
Chryseomicrobium imtechense,12
Bacillus thuringiensis HD-771,12
Treponema sp. oral taxon 228,10
Parageobacillus toebii,56
Streptomyces neopeptinius,13
Azotobacter beijerinckii,37
Komagataeibacter oboediens,59
Marinobacter alkaliphilus,74
[Clostridium] bolteae,22
Veillonella montpellierensis,13
Streptococcus didelphis,10
Bacillus siralis,16
Clostridium baratii,42
Rhizobium leguminosarum bv. phaseoli,36
Candidatus Stammerula tephritidis,14
Pseudomonas graminis,89
Nocardiopsis salina,22
Borreliella burgdorferi (Lyme disease spirochete),117
Pseudoalteromonas tetraodonis,41
Staphylococcus succinus,77
Streptomyces rochei,124
Actinobacillus equuli subsp. haemolyticus,14
Streptomyces finlayi,42
Clostridium saccharobutylicum,63
Enterococcus gilvus,31
Veillonella seminalis,10
Xanthomonas oryzae pv. oryzicola,20
Shewanella morhuae,10
Paraburkholderia xenovorans LB400,13
Marinilactibacillus psychrotolerans,25
Mixta gaviniae,20
Paracoccus marcusii,52
[Clostridium] hylemonae,20
Halomonas hydrothermalis,20
Paenibacillus alginolyticus,16
Vibrio cholerae O1,54
Mameliella alba,10
Halomonas boliviensis,30
Pelosinus fermentans DSM 17108,16
Rhizobium multihospitium,24
Crenothrix polyspora,12
Alteromonas mediterranea,30
Pseudomonas orientalis,64
"Salmonella enterica subsp. diarizonae serovar 60:r:e,n,x,z15",10
Lactobacillus kefiranofaciens subsp. kefirgranum,47
Acidovorax carolinensis,17
Streptomyces lydicus,32
Mycoplasma haemofelis,33
Anaplasma phagocytophilum,111
Mesomycoplasma ovipneumoniae,23
Thermobifida fusca,29
Listeria ivanovii,33
Hungateiclostridium cellulolyticum,12
Lactobacillus florum,33
Rhodococcus opacus,50
Ruegeria atlantica,24
Halomonas sulfidaeris,22
Bacillus sporothermodurans,26
Parageobacillus thermoglucosidasius,78
Vibrio coralliilyticus,85
Streptomyces agglomeratus,38
Parvimonas micra,36
Coconut lethal yellowing phytoplasma,83
Pseudovibrio sp. FO-BEG1,27
Streptomyces cattleya NRRL 8057 = DSM 46488,12
Neorhizobium huautlense,31
Candidatus Streptomyces philanthi bv. triangulum diadema,21
Candidatus Hamiltonella defensa,58
Prevotella bivia,42
Leucobacter aridicollis,15
Variovorax soli,19
Arthrobacter woluwensis,26
Salmonella enterica subsp. enterica serovar Kentucky,62
Candidatus Phytoplasma aurantifolia,207
Nocardia puris,21
Eggplant big bud phytoplasma,10
Bacillus thuringiensis YBT-1518,16
Dorea longicatena,20
Bacillus anthracis str. Vollum,20
Staphylococcus aureus subsp. aureus ST228,40
Trichococcus collinsii,16
Streptomyces prasinus,13
Candidatus Liberibacter americanus,12
Escherichia coli DEC15D,11
Candidatus Portiera aleyrodidarum,48
Citrobacter pasteurii,10
Megasphaera micronuciformis,13
Paenibacillus sp. enrichment culture,12
Pseudoalteromonas elyakovii,29
Arthrobacter psychrolactophilus,18
Sphingomonas mucosissima,16
Candidatus Mycoplasma haemozalophi,17
Xanthomonas perforans,53
Nguyenibacter vanlangensis,10
Streptomyces rimosus,46
Acidithiobacillus ferrivorans,28
Aliivibrio logei,38
Aeromonas dhakensis,94
Streptomyces humidus,21
Burkholderia oklahomensis,15
Mastigocladus laminosus,13
Candidatus Rickettsia jingxinensis,14
Cupriavidus metallidurans,42
Shinella zoogloeoides,30
Salmonella enterica subsp. enterica serovar Stanley,15
Clostridium bornimense,11
Halomonas campaniensis,25
Anoxybacillus sp. B7M1,10
Citrobacter portucalensis,10
Escherichia coli STEC_S1191,11
Streptomyces coelicoflavus,34
Escherichia coli DEC5E,13
Ochrobactrum oryzae,17
Acidithiobacillus ferriphilus,14
Xanthomonas fragariae,13
Escherichia coli DEC4B,12
Selenomonas infelix,10
Listeria grayi,15
Amycolatopsis coloradensis,36
Bacteroides helcogenes,14
Halomonas alkaliantarctica,13
Acinetobacter baumannii 24860_2,13
Sufflavibacter maritimus,18
Streptomyces alboflavus,14
Photorhabdus luminescens,87
Mesorhizobium mediterraneum,50
Acetobacter tropicalis,77
Acinetobacter baumannii AB4857,10
Candidatus Carsonella ruddii,34
Burkholderia anthina,35
Streptomyces flavotricini,38
Salmonella enterica subsp. enterica serovar Hadar,37
Helicobacter fennelliae,41
Mycoplasma phocae,18
Enterococcus italicus,104
Isoptericola halotolerans,19
Porphyromonas uenonis,11
Vagococcus teuberi,12
Vibrio rotiferianus,94
Clostridium argentinense,21
Elizabethkingia anophelis,145
Pseudomonas denitrificans,49
Lactobacillus acidipiscis,45
Pseudomonas rhodesiae,97
Aeromonas taiwanensis,13
Brucella suis bv. 2,15
Selenomonas dianae,12
Treponema sp. oral taxon 251,10
Burkholderia glumae,37
Vibrio mimicus,33
Komagataeibacter xylinus,55
Agrococcus jenensis,30
Rhodococcus corynebacterioides,37
Acinetobacter sp. 1264765,11
Cupriavidus necator,60
Mesoplasma florum,22
Serratia rubidaea,54
Haemophilus parainfluenzae,55
Glutamicibacter protophormiae,35
Averyella dalhousiensis,14
Streptomyces hygroscopicus,90
Staphylococcus agnetis,27
Pseudomonas oleovorans subsp. lubricantis,10
Bordetella hinzii,20
Sporosarcina psychrophila,25
Actinobacillus porcinus,19
Burkholderia gladioli pv. gladioli,18
Xanthomonas campestris,99
Saccharomonospora viridis,28
Thermoactinomyces vulgaris,18
Streptomyces rishiriensis,23
Halobacillus faecis,23
Hydrotalea flava,10
Yersinia intermedia,52
Borrelia miyamotoi,42
Staphylococcus saccharolyticus,14
Rhizobium mesosinicum,16
Bacillus subtilis subsp. natto,14
Planococcus kocurii,17
Mesorhizobium tianshanense,29
Orientia tsutsugamushi,31
Aeromonas veronii bv. sobria,39
Bacillus solani,15
Nocardia farcinica,101
Lactobacillus crispatus,122
Enterococcus faecalis V583,10
[Clostridium] paradoxum,17
Enterococcus pallens,10
Salmonella enterica subsp. enterica serovar Rubislaw,17
Nocardia wallacei,19
Streptomyces pseudovenezuelae,26
Bacillus jeotgali,43
Pigmentiphaga daeguensis,18
Bartonella henselae,57
Escherichia coli str. K-12 substr. MG1655,87
Candidatus Streptomyces philanthi,18
Vibrio rumoiensis,26
Bacillus xiamenensis,36
Burkholderia pseudomultivorans,16
Streptomyces griseolus,11
Klebsiella michiganensis KCTC 1686,16
Rodentibacter heylii,61
[Ruminococcus] gnavus,30
Vibrio cholerae 2740-80,12
Pseudidiomarina homiensis,10
Candidatus Intestinusbacter nucleariae,20
Kurthia gibsonii,55
Idiomarina loihiensis,47
Streptomyces thermogriseus,24
Streptococcus gallolyticus subsp. pasteurianus,64
Lelliottia nimipressuralis,27
Candidatus Phytoplasma mali,43
Paracoccus solventivorans,20
Enterobacter sp. R4-368,10
Serratia sp. ATCC 39006,14
Salmonella enterica subsp. enterica serovar Montevideo str.,37
Rhizobium rhizogenes,83
Massilia oculi,14
Borrelia hispanica,26
Bordetella parapertussis,39
Propionicimonas paludicola,15
Slackia equolifaciens,10
Pseudomonas xinjiangensis,112
Borrelia americana,10
Paeniglutamicibacter antarcticus,10
Staphylococcus lentus,113
Dermabacter hominis,18
Planomicrobium flavidum,21
Bordetella holmesii,53
Capnocytophaga gingivalis,19
Brenneria roseae,10
Pseudomonas hussainii,10
Acetobacter lovaniensis,31
Lethal yellowing phytoplasma,41
Paenibacillus crassostreae,11
Parabacteroides gordonii,11
Clostridium sulfidigenes,17
Azospirillum sp. M2T2B2,11
Azospirillum oryzae,18
Candidatus Tremblaya princeps,45
Streptomyces europaeiscabiei,43
Aeromonas rivipollensis,14
Legionella anisa,29
Anabaena cylindrica PCC 7122,13
Vibrio parahaemolyticus O1:K33 str. CDC_K4557,11
Myroides odoratus,18
Coptotermes gestroi,18
Jujube witches'-broom phytoplasma,70
Cellulophaga lytica,27
Shewanella baltica OS185,11
Paenibacillus illinoisensis,40
Acinetobacter gyllenbergii,21
Collinsella tanakaei,14
Virgibacillus marismortui,34
Bacillus bombysepticus str. Wang,13
Pseudomonas sp. 58 R 12,10
Brevibacillus panacihumi,14
Raoultella planticola,88
Mixta calida,17
Enterobacter roggenkampii,33
Erysipelatoclostridium ramosum,15
Aeromonas hydrophila ML09-119,10
Sporosarcina aquimarina,46
Atlantibacter hermannii,81
Cellulosilyticum lentocellum DSM 5427,11
Lactobacillus rhamnosus GG,15
Paenibacillus glucanolyticus,59
Bacillus cereus AH187,14
Nocardia nova,98
Lactobacillus timberlakei,13
Nocardia brasiliensis,73
Lachnoclostridium phytofermentans,14
Ferrimonas marina,12
Dialister pneumosintes,20
Escherichia coli O6:H16,28
Hafnia paralvei,27
Paracoccus homiensis,13
Bacillus herbersteinensis,20
Lactobacillus perolens,15
Campylobacter fetus subsp. venerealis,12
Shewanella benthica,16
Kocuria rosea,141
Streptomyces acidiscabies,37
Pseudarthrobacter siccitolerans,96
Paenibacillus agaridevorans,15
Brachyspira innocens,58
Aeromonas media WS,11
Alloscardovia omnicolens,23
Geobacillus kaustophilus,68
Marinobacter algicola,78
Bacillus thuringiensis serovar thuringiensis str. IS5056,13
Dolichospermum flos-aquae,10
Legionella pneumophila subsp. fraseri,31
Planomicrobium chinense,23
Achromobacter marplatensis,21
Virgibacillus salarius,43
Bacillus sp. OV166,20
Brevibacillus formosus,41
Acinetobacter tandoii,13
Rhodothermus marinus,26
Vibrio ordalii,36
Streptomyces puniceus,40
Haemophilus paraphrohaemolyticus,11
Brevundimonas diminuta,189
Jonquetella anthropi,16
Escherichia coli B7-1,10
Paenibacillus mucilaginosus KNP414,13
Shewanella sp. ANA-3,10
Kocuria flava,42
Acinetobacter venetianus,55
Marinomonas primoryensis,15
Treponema parvum,12
Lactobacillus amylolyticus,24
Pseudomonas gessardii,123
Lysinibacillus varians,16
Ochrobactrum pseudogrignonense,41
Clostridium botulinum C str. Eklund,16
Pseudomonas xanthomarina,78
Rhizobium miluonense,27
Vibrio crassostreae 9CS106,16
Psychrobacter faecalis,81
Streptomyces omiyaensis,10
Streptomyces flavovirens,75
Campylobacter ureolyticus,23
Ureibacillus suwonensis,16
Streptomyces galilaeus,19
Bacillus luciferensis,20
Aggregatibacter actinomycetemcomitans,87
[Clostridium] symbiosum,25
Bacteroides finegoldii,12
Bacillus muralis,63
Paraburkholderia phenazinium,37
Leclercia adecarboxylata,109
Streptomyces parvulus,43
Halomonas cupida,13
Moraxella bovis,27
Actinobacillus pleuropneumoniae,58
Erwinia tracheiphila,14
Polynucleobacter necessarius,24
Erwinia gerundensis,12
Azospirillum lipoferum,62
Pseudoalteromonas shioyasakiensis,72
Micrococcus lylae,33
Acetobacter orientalis,56
Pseudomonas libanensis,51
Clostridium diolis,10
Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str.,19
Paenibacillus kribbensis,23
Escherichia coli DEC1C,12
Mycoplasmopsis fermentans,12
Bilophila wadsworthia,16
Micrococcus flavus,19
Salmonella enterica subsp. enterica serovar Bareilly,14
Mexican potato purple top phytoplasma,29
Cupriavidus gilardii,31
Bacillus zhangzhouensis,27
Brevundimonas subvibrioides,27
Acinetobacter baumannii OIFC189,33
Staphylococcus arlettae,122
Chickpea phyllody phytoplasma,18
Bacillus mycoides KBAB4,14
Leuconostoc suionicum,12
Sphingobium chungbukense,15
Bacteroides massiliensis,12
Shigella flexneri 2850-71,11
Bacillus lehensis,11
Ralstonia mannitolilytica,41
Streptomyces bacillaris,35
Marinobacter sediminum,13
Bacillus anthracis str. V770-NP-1R,11
Escherichia coli BL21(DE3),14
Micrococcus endophyticus,31
Polaromonas eurypsychrophila,16
Streptomyces antibioticus,31
Streptomyces hiroshimensis,39
Weissella thailandensis,21
Streptomyces costaricanus,16
Clostridium pasteurianum,33
Micromonospora echinospora,48
Rhodococcus cercidiphylli,18
Acetobacter malorum,63
Bacillus smithii,29
Capnocytophaga cynodegmi,14
Escherichia coli DEC4C,13
Halomonas venusta,76
Bacillus anthracis str. Sterne,22
Ewingella americana,68
Lactobacillus curvatus,199
Lactobacillus delbrueckii subsp. indicus,13
Planococcus rifietoensis,51
Salmonella enterica subsp. enterica serovar Braenderup,18
Vibrio tritonius,17
Geobacillus thermoleovorans,100
Bacillus baekryungensis,56
Yersinia similis,34
Candidatus Rosenkranzia clausaccus,18
Pasteurella dagmatis,18
Paenibacillus sp. lzh-N1,15
Aeromonas hydrophila YL17,10
Pseudoalteromonas arctica,24
Pediococcus ethanolidurans,81
Halomonas hamiltonii,15
Streptomyces griseoluteus,10
Eikenella corrodens,33
Acinetobacter baumannii AB5256,10
Bacteroides caccae,22
Treponema pallidum subsp. pallidum (syphilis treponeme),94
Streptomyces olivochromogenes,57
Borrelia parkeri,10
Clostridium paraputrificum,21
Pseudomonas fuscovaginae,31
Pseudomonas mediterranea,33
Salmonella enterica subsp. enterica serovar Newport,147
Lactobacillus hilgardii,66
Erwinia persicina,35
Paenibacillus sp. FSL R5-0912,10
Bosea massiliensis,10
Citrobacter murliniae,47
Treponema sp. oral taxon 230,10
Acidovorax oryzae,12
Carboxydocella thermautotrophica,11
Rodentibacter pneumotropicus,33
Bacteroides eggerthii,14
Acidithiobacillus ferridurans,33
Janibacter terrae,11
Pseudomonas hunanensis,12
Akkermansia muciniphila,62
Paenibacillus glycanilyticus,25
Streptomyces angustmyceticus,19
Campylobacter showae,24
Nocardia pseudobrasiliensis,14
Coconut palm phytoplasma,24
Escherichia coli DEC2B,10
Parageobacillus caldoxylosilyticus,37
Streptomyces atrovirens,27
Bacillus hwajinpoensis,73
Leuconostoc mesenteroides subsp. dextranicum,27
Streptomyces pulveraceus,18
Thermus scotoductus,12
Halomonas utahensis,12
Candidatus Halomonas phosphatis,49
Acetobacter fabarum,30
Pseudarthrobacter phenanthrenivorans,52
Vibrio halioticoli,19
Ochrobactrum tritici,48
Candidatus Paraburkholderia hispidae,10
Pseudomonas jessenii,77
Enterococcus dispar ATCC 51266,11
Saccharomyces cerevisiae (baker's yeast),10
Abiotrophia defectiva,17
Tropheryma whipplei,15
Streptomyces virginiae,39
Streptomyces xiamenensis,15
Paenibacillus sp. JDR-2,12
Gluconobacter oxydans,79
Pseudoalteromonas citrea,22
Prevotella loescheii,14
Paenibacillus bovis,10
Alicyclobacillus cycloheptanicus,16
Enterococcus saccharolyticus,19
Lactobacillus delbrueckii subsp. lactis DSM 20072,22
Pseudomonas fulva,145
Nocardiopsis lucentensis,29
Shigella flexneri K-218,13
Buttiauxella agrestis,14
Salmonella enterica subsp. enterica serovar Albany,13
Pseudomonas knackmussii,25
Pontibacter korlensis,14
Aneurinibacillus soli,18
Streptomyces chattanoogensis,12
Lactobacillus parabrevis,27
Pseudomonas reactans,40
Eisenbergiella tayi,14
Asaia krungthepensis,18
Aeromonas hydrophila J-1,10
Nocardia abscessus,27
Blautia stercoris,16
Oceanobacillus oncorhynchi subsp. incaldanensis,26
Actinomyces israelii,13
Ochrobactrum intermedium,170
Deinococcus ficus,10
Bacillus alkalinitrilicus,19
Roseateles depolymerans,14
Kitasatospora griseola,19
Modestobacter multiseptatus,15
Bacillus thermolactis,19
Terribacillus aidingensis,15
Simonsiella muelleri,12
Enterobacter bugandensis,17
Bacillus oryzaecorticis,23
Bacillus cereus biovar anthracis str. CI,11
Lysinibacillus macroides,99
Arcobacter butzleri,50
Salinicola zeshunii,15
Dialister micraerophilus,31
Pseudoalteromonas sp. NC201,10
Shigella flexneri K-304,12
Candidatus Phytoplasma pyri,29
Rhodobacter capsulatus,26
Clostridium isatidis,13
Streptococcus agalactiae serogroup III,14
Geobacillus sp. 12AMOR1,10
Maribacter dokdonensis,12
Rhodococcus aetherivorans,27
Enterobacter sp. 638,12
Escherichia coli DEC7C,11
Dickeya chrysanthemi,167
Lutimonas saemankumensis,20
endosymbiont of Sphenophorus levis,18
Cronobacter muytjensii,30
Streptomyces minutiscleroticus,10
Romboutsia hominis,17
Lactobacillus oris,29
Bacillus subtilis subsp. subtilis str. SMY,10
Streptomyces thermoviolaceus,26
Enterococcus cecorum DSM 20682 = ATCC 43198,11
Francisella noatunensis subsp. orientalis,20
Paraburkholderia phymatum,17
Bacillus bingmayongensis,38
Lactobacillus pobuzihii,13
Halobacillus dabanensis,61
Bacillus cereus G9241,22
Nocardia testacea,11
Vibrio lentus,21
Schaalia meyeri,17
Allorhizobium vitis,67
Glutamicibacter mysorens,15
Prevotella bryantii B14,12
Prevotella nanceiensis,23
Shewanella algidipiscicola,12
Aerococcus viridans,93
Pseudomonas straminea,11
Paenibacillus donghaensis,10
Brevundimonas naejangsanensis,16
Roseburia inulinivorans,13
Gluconobacter japonicus,23
Acinetobacter schindleri,68
Lactobacillus pontis,26
Actinomyces urogenitalis,13
Empedobacter falsenii genomovar 1,12
Clostridium sp. KNHs214,10
Pseudomonas yamanorum,24
Clostridium kluyveri,18
Shigella flexneri K-404,10
Aeromonas enteropelogenes,54
Moritella yayanosii,17
Stenotrophomonas acidaminiphila,46
Vibrio ponticus,27
Enterococcus raffinosus,25
Leptospira santarosai,15
Caulobacter vibrioides,27
Burkholderia pseudomallei 406e,12
